,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Ticker,Open,High,Low,Close,Adj Close,Volume,CDLMARUBOZU,CDL3STARSINSOUTH,CDL3OUTSIDE,CDL3WHITESOLDIERS,CDLBREAKAWAY,CDLEVENINGSTAR,CDLHAMMER,CDLHARAMICROSS,CDLINVERTEDHAMMER,CDLMATCHINGLOW,CDLMORNINGDOJISTAR,CDLPIERCING,CDLRICKSHAWMAN,CDLRISEFALL3METHODS,CDLSEPARATINGLINES,CDLSTICKSANDWICH,CDLUNIQUE3RIVER,CDLTHRUSTING,CDLXSIDEGAP3METHODS,bull_pattern_count,bull_pattern_names,bear_pattern_count,bear_pattern_names,filtered
29700,29700,29700,29700,2023-12-26,LNT,50.68000030517578,51.27999877929688,50.68000030517578,50.93000030517578,50.93000030517578,799900,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,CDLINVERTEDHAMMER,0,,1
29701,29701,29701,29701,2023-12-27,LNT,50.869998931884766,51.04999923706055,50.650001525878906,50.84000015258789,50.84000015258789,1244700,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
29704,29704,29704,29704,2024-01-02,LNT,50.70000076293945,51.93000030517578,50.70000076293945,51.880001068115234,51.880001068115234,2106800,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
29711,29711,29711,29711,2023-12-05,LNTH,75.87000274658203,75.87000274658203,72.61000061035156,72.66999816894531,72.66999816894531,1432700,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,CDLXSIDEGAP3METHODS,1,CDLMARUBOZU,1
29717,29717,29717,29717,2023-12-13,LNTH,75.62000274658203,76.55999755859375,73.83000183105469,76.55999755859375,76.55999755859375,1031300,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDL3OUTSIDE,0,,1
29718,29718,29718,29718,2023-12-14,LNTH,78.23999786376953,79.19999694824219,76.43499755859375,77.88999938964844,77.88999938964844,1349700,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
29721,29721,29721,29721,2023-12-19,LNTH,56.38999938964844,60.09999847412109,56.0,59.89500045776367,59.89500045776367,3834500,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
29724,29724,29724,29724,2023-12-22,LNTH,59.34999847412109,60.06100082397461,58.86000061035156,59.59000015258789,59.59000015258789,1130000,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
29726,29726,29726,29726,2023-12-27,LNTH,61.27999877929688,62.15999984741211,60.59999847412109,61.5099983215332,61.5099983215332,1035900,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
29728,29728,29728,29728,2023-12-29,LNTH,61.970001220703125,62.52999877929688,61.19499969482422,62.0,62.0,745700,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
29734,29734,29734,29734,2023-12-01,LNW,88.5199966430664,89.0,87.73999786376953,88.38999938964844,88.38999938964844,1318900,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
29739,29739,29739,29739,2023-12-08,LNW,84.05999755859375,85.1500015258789,83.55999755859375,84.02999877929688,84.02999877929688,552100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
29744,29744,29744,29744,2023-12-15,LNW,83.80000305175781,84.79000091552734,83.2300033569336,83.8499984741211,83.8499984741211,2156400,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2,"CDLHARAMICROSS,CDLRICKSHAWMAN",0,,1
29748,29748,29748,29748,2023-12-21,LNW,84.52999877929688,85.19999694824219,83.0999984741211,84.33999633789062,84.33999633789062,680800,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2,"CDLHARAMICROSS,CDLRICKSHAWMAN",0,,1
29749,29749,29749,29749,2023-12-22,LNW,84.6500015258789,84.98999786376953,83.97000122070312,84.41999816894531,84.41999816894531,292800,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,CDLMATCHINGLOW,0,,1
29750,29750,29750,29750,2023-12-26,LNW,84.62000274658203,84.72000122070312,83.44999694824219,83.5199966430664,83.5199966430664,453600,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDLMARUBOZU,1
29755,29755,29755,29755,2024-01-03,LNW,81.13999938964844,81.13999938964844,78.87000274658203,78.91999816894531,78.91999816894531,398800,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDLMARUBOZU,1
29757,29757,29757,29757,2024-01-05,LNW,77.55999755859375,78.87999725341797,77.38999938964844,77.5999984741211,77.5999984741211,313000,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,CDLINVERTEDHAMMER,0,,1
29758,29758,29758,29758,2024-01-08,LNW,77.62999725341797,78.01000213623047,76.95999908447266,77.87999725341797,77.87999725341797,319600,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLHAMMER,0,,1
29759,29759,29759,29759,2023-12-01,LOB,33.2599983215332,35.849998474121094,33.2599983215332,35.720001220703125,35.720001220703125,291700,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
29763,29763,29763,29763,2023-12-07,LOB,36.2400016784668,36.68000030517578,35.64099884033203,36.650001525878906,36.650001525878906,119300,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLHAMMER,0,,1
29765,29765,29765,29765,2023-12-11,LOB,36.84000015258789,37.0,36.4900016784668,36.54999923706055,36.54999923706055,95000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,CDLXSIDEGAP3METHODS,0,,1
29773,29773,29773,29773,2023-12-21,LOB,43.4900016784668,43.709999084472656,43.040000915527344,43.619998931884766,43.619998931884766,141400,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,CDLHARAMICROSS,0,,1
29774,29774,29774,29774,2023-12-22,LOB,43.79999923706055,44.65999984741211,43.59000015258789,43.900001525878906,43.900001525878906,93800,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
29775,29775,29775,29775,2023-12-26,LOB,43.97999954223633,45.459999084472656,43.97999954223633,45.36000061035156,45.36000061035156,168600,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
29779,29779,29779,29779,2024-01-02,LOB,44.869998931884766,45.97499847412109,44.38999938964844,44.86000061035156,44.86000061035156,186100,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDL3OUTSIDE,1
29781,29781,29781,29781,2024-01-04,LOB,42.29999923706055,43.494998931884766,42.29999923706055,43.0,43.0,144900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,,1,CDLTHRUSTING,1
29783,29783,29783,29783,2024-01-08,LOB,41.959999084472656,42.38999938964844,41.354000091552734,42.380001068115234,42.380001068115234,161300,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLHAMMER,0,,1
29791,29791,29791,29791,2023-12-12,LOGI,90.88999938964844,92.05999755859376,90.8499984741211,92.04000091552734,92.04000091552734,215600,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
29797,29797,29797,29797,2023-12-20,LOGI,92.6500015258789,93.6500015258789,92.55999755859376,92.66999816894533,92.66999816894533,312300,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,CDLINVERTEDHAMMER,0,,1
29803,29803,29803,29803,2023-12-29,LOGI,95.16000366210938,95.48999786376952,94.5500030517578,95.05999755859376,95.05999755859376,275300,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
29806,29806,29806,29806,2024-01-04,LOGI,92.94000244140624,93.4499969482422,92.51000213623048,92.87999725341795,92.87999725341795,221600,0,0,0,0,0,0,0,-100,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,1,CDLHARAMICROSS,1
29810,29810,29810,29810,2023-12-04,LOPE,137.55999755859375,139.05999755859375,137.55999755859375,138.9499969482422,138.9499969482422,160700,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
29818,29818,29818,29818,2023-12-14,LOPE,141.77000427246094,141.77000427246094,137.97000122070312,139.02000427246094,139.02000427246094,258900,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDL3OUTSIDE,1
29823,29823,29823,29823,2023-12-21,LOPE,141.22999572753906,141.8000030517578,139.8000030517578,141.33999633789062,141.33999633789062,139300,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
29824,29824,29824,29824,2023-12-22,LOPE,142.6300048828125,144.22999572753906,141.94000244140625,142.6699981689453,142.6699981689453,152700,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
29825,29825,29825,29825,2023-12-26,LOPE,142.8699951171875,143.58999633789062,142.00999450683594,142.61000061035156,142.61000061035156,159100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
29826,29826,29826,29826,2023-12-27,LOPE,142.52999877929688,144.94000244140625,138.00999450683594,141.55999755859375,141.55999755859375,357100,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDL3OUTSIDE,1
29829,29829,29829,29829,2024-01-02,LOPE,131.82000732421875,133.35000610351562,130.0500030517578,131.92999267578125,131.92999267578125,259000,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
29831,29831,29831,29831,2024-01-04,LOPE,130.99000549316406,131.07000732421875,128.22000122070312,128.22000122070312,128.22000122070312,213600,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDLMARUBOZU,1
29836,29836,29836,29836,2023-12-05,LOW,205.7100067138672,206.8600006103516,203.8500061035156,205.9199981689453,205.9199981689453,2552100,0,0,0,0,0,0,0,-100,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,1,CDLHARAMICROSS,1
29839,29839,29839,29839,2023-12-08,LOW,208.0599975585937,208.4600067138672,206.17999267578125,207.8300018310547,207.8300018310547,2210100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
29844,29844,29844,29844,2023-12-15,LOW,225.32000732421875,227.0,223.7700042724609,225.58999633789065,225.58999633789065,9581200,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
29848,29848,29848,29848,2023-12-21,LOW,223.7899932861328,224.44000244140625,222.22999572753903,223.5500030517578,223.5500030517578,2640200,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
29850,29850,29850,29850,2023-12-26,LOW,222.8999938964844,223.6999969482422,222.6300048828125,222.82000732421875,222.82000732421875,1656400,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,2,"CDLINVERTEDHAMMER,CDLRICKSHAWMAN",0,,1
29856,29856,29856,29856,2024-01-04,LOW,211.8999938964844,213.3300018310547,211.08999633789065,211.22000122070312,211.22000122070312,2487000,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,CDLINVERTEDHAMMER,0,,1
29858,29858,29858,29858,2024-01-08,LOW,213.13999938964844,217.4199981689453,212.63999938964844,217.13999938964844,217.13999938964844,2462700,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDL3OUTSIDE,0,,1
29870,29870,29870,29870,2023-12-18,LPG,43.4900016784668,44.540000915527344,42.5,43.630001068115234,43.630001068115234,930700,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
29877,29877,29877,29877,2023-12-28,LPG,45.720001220703125,45.880001068115234,44.22999954223633,44.290000915527344,44.290000915527344,536900,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDLMARUBOZU,1
29878,29878,29878,29878,2023-12-29,LPG,44.400001525878906,44.40999984741211,43.125,43.869998931884766,43.869998931884766,691800,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLHAMMER,0,,1
29881,29881,29881,29881,2024-01-04,LPG,46.650001525878906,49.31999969482422,46.5,46.84999847412109,46.84999847412109,1331500,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDL3OUTSIDE,0,,1
29883,29883,29883,29883,2024-01-08,LPG,47.08000183105469,47.540000915527344,45.04999923706055,47.43999862670898,47.43999862670898,1139600,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLHAMMER,0,,1
29886,29886,29886,29886,2023-12-05,LPLA,221.3000030517578,222.1300048828125,218.0,222.0500030517578,222.0500030517578,498200,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLHAMMER,0,,1
29888,29888,29888,29888,2023-12-07,LPLA,216.8000030517578,217.7700042724609,214.22999572753903,216.33999633789065,216.33999633789065,1096400,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDL3OUTSIDE,1
29901,29901,29901,29901,2023-12-27,LPLA,227.7400054931641,229.1199951171875,226.67999267578125,227.6699981689453,227.6699981689453,287900,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
29909,29909,29909,29909,2023-12-01,LPX,61.0,63.43999862670898,60.72999954223633,63.11000061035156,63.11000061035156,626200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
29911,29911,29911,29911,2023-12-05,LPX,63.34000015258789,63.959999084472656,62.86000061035156,63.470001220703125,63.470001220703125,604400,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
29914,29914,29914,29914,2023-12-08,LPX,63.68999862670898,64.58999633789062,63.41999816894531,63.79999923706055,63.79999923706055,430700,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
29920,29920,29920,29920,2023-12-18,LPX,67.7300033569336,68.22000122070312,66.97000122070312,67.16999816894531,67.16999816894531,549100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,CDLMATCHINGLOW,0,,1
29925,29925,29925,29925,2023-12-26,LPX,71.05999755859375,71.6500015258789,70.69000244140625,71.12999725341797,71.12999725341797,415900,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
29927,29927,29927,29927,2023-12-28,LPX,71.38999938964844,72.0,71.30000305175781,71.47000122070312,71.47000122070312,278600,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
29928,29928,29928,29928,2023-12-29,LPX,71.0,71.70999908447266,70.75,70.83000183105469,70.83000183105469,332900,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,CDLINVERTEDHAMMER,0,,1
29931,29931,29931,29931,2024-01-04,LPX,67.0199966430664,67.87999725341797,66.51000213623047,67.0199966430664,67.0199966430664,612600,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
29932,29932,29932,29932,2024-01-05,LPX,66.58999633789062,68.98999786376953,65.81999969482422,68.48999786376953,68.48999786376953,589100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,CDLMORNINGDOJISTAR,0,,1
29958,29958,29958,29958,2024-01-08,LRCX,736.3400268554688,757.7000122070312,736.3400268554688,757.1599731445312,757.1599731445312,1088900,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
29959,29959,29959,29959,2023-12-01,LRN,60.58000183105469,61.209999084472656,59.93999862670898,61.09000015258789,61.09000015258789,638200,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLHAMMER,0,,1
29960,29960,29960,29960,2023-12-04,LRN,61.09999847412109,61.869998931884766,60.52999877929688,61.220001220703125,61.220001220703125,667800,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,2,"CDLHAMMER,CDLRICKSHAWMAN",0,,1
29962,29962,29962,29962,2023-12-06,LRN,60.72999954223633,61.22999954223633,59.97999954223633,60.68999862670898,60.68999862670898,866200,0,0,0,0,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,3,"CDLHAMMER,CDLMATCHINGLOW,CDLRICKSHAWMAN",0,,1
29971,29971,29971,29971,2023-12-19,LRN,60.56999969482422,61.06999969482422,59.91999816894531,60.59999847412109,60.59999847412109,425000,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
29976,29976,29976,29976,2023-12-27,LRN,59.81999969482422,60.43999862670898,59.61000061035156,59.77000045776367,59.77000045776367,269900,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
29978,29978,29978,29978,2023-12-29,LRN,59.27000045776367,59.84999847412109,59.04999923706055,59.369998931884766,59.369998931884766,384000,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
29982,29982,29982,29982,2024-01-05,LRN,59.33000183105469,59.33000183105469,57.900001525878906,57.900001525878906,57.900001525878906,762800,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDLMARUBOZU,1
29986,29986,29986,29986,2023-12-05,LSCC,60.84000015258789,61.380001068115234,59.77000045776367,60.709999084472656,60.709999084472656,2492900,0,0,0,0,0,0,0,-100,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,1,CDLHARAMICROSS,1
29993,29993,29993,29993,2023-12-14,LSCC,66.47000122070312,69.69000244140625,66.37999725341797,69.5199966430664,69.5199966430664,4292200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
29995,29995,29995,29995,2023-12-18,LSCC,69.62000274658203,69.62000274658203,67.5,68.7699966430664,68.7699966430664,1627200,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLHAMMER,0,,1
30001,30001,30001,30001,2023-12-27,LSCC,71.36000061035156,71.72000122070312,70.68000030517578,71.30000305175781,71.30000305175781,1188500,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
30003,30003,30003,30003,2023-12-29,LSCC,70.83999633789062,70.94000244140625,68.94999694824219,68.98999786376953,68.98999786376953,964600,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDLMARUBOZU,1
30007,30007,30007,30007,2024-01-05,LSCC,64.56999969482422,65.4000015258789,63.91999816894531,64.58999633789062,64.58999633789062,2105500,0,0,0,0,0,0,0,-100,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,1,CDLHARAMICROSS,1
30009,30009,30009,30009,2023-12-01,LSPD,16.100000381469727,17.06999969482422,16.010000228881836,16.950000762939453,16.950000762939453,1330700,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
30010,30010,30010,30010,2023-12-04,LSPD,16.639999389648438,17.0,16.469999313354492,16.670000076293945,16.670000076293945,1170600,0,0,0,0,0,0,0,-100,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,1,CDLHARAMICROSS,1
30014,30014,30014,30014,2023-12-08,LSPD,16.329999923706055,17.100000381469727,16.299999237060547,17.040000915527344,17.040000915527344,1089700,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
30016,30016,30016,30016,2023-12-12,LSPD,16.850000381469727,16.850000381469727,16.145000457763672,16.15999984741211,16.15999984741211,936800,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDLMARUBOZU,1
30018,30018,30018,30018,2023-12-14,LSPD,17.350000381469727,18.09000015258789,17.309999465942383,18.049999237060547,18.049999237060547,1911400,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"CDLMARUBOZU,CDL3OUTSIDE",0,,1
30023,30023,30023,30023,2023-12-21,LSPD,19.21999931335449,19.940000534057617,19.21999931335449,19.89999961853028,19.89999961853028,1437800,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
30035,30035,30035,30035,2023-12-04,LSTR,176.7100067138672,180.4100036621093,176.7100067138672,180.32000732421875,180.32000732421875,349800,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
30037,30037,30037,30037,2023-12-06,LSTR,178.89999389648438,179.86000061035156,177.57000732421875,178.99000549316406,178.99000549316406,201600,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2,"CDLHARAMICROSS,CDLRICKSHAWMAN",0,,1
30041,30041,30041,30041,2023-12-12,LSTR,181.3999938964844,183.44000244140625,180.69000244140625,182.5399932861328,182.5399932861328,140200,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDL3OUTSIDE,0,,1
30046,30046,30046,30046,2023-12-19,LSTR,191.27999877929688,195.1000061035156,191.27999877929688,194.92999267578125,194.92999267578125,296100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
30049,30049,30049,30049,2023-12-22,LSTR,199.0,201.4100036621093,198.1999969482422,198.8699951171875,198.8699951171875,174500,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
30051,30051,30051,30051,2023-12-27,LSTR,197.33999633789065,199.0,196.33999633789065,197.0,197.0,194300,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
30055,30055,30055,30055,2024-01-03,LSTR,188.7700042724609,188.7700042724609,184.7899932861328,185.1000061035156,185.1000061035156,306300,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDLMARUBOZU,1
30056,30056,30056,30056,2024-01-04,LSTR,184.32000732421875,185.9600067138672,183.47999572753903,185.38999938964844,185.38999938964844,282200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,,1,CDLTHRUSTING,1
30057,30057,30057,30057,2024-01-05,LSTR,184.8099975585937,186.3500061035156,183.69000244140625,184.5,184.5,375100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
30061,30061,30061,30061,2023-12-05,LSXMA,26.209999084472656,26.209999084472656,25.790000915527344,26.170000076293945,26.170000076293945,1000900,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,2,"CDLHAMMER,CDLMATCHINGLOW",0,,1
30062,30062,30062,30062,2023-12-06,LSXMA,26.18000030517578,26.459999084472656,26.100000381469727,26.280000686645508,26.280000686645508,843300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,,1,CDLXSIDEGAP3METHODS,1
30063,30063,30063,30063,2023-12-07,LSXMA,26.459999084472656,26.709999084472656,26.209999084472656,26.34000015258789,26.34000015258789,824800,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
30065,30065,30065,30065,2023-12-11,LSXMA,26.479999542236328,26.950000762939453,26.36000061035156,26.63999938964844,26.63999938964844,745500,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDL3OUTSIDE,0,,1
30071,30071,30071,30071,2023-12-19,LSXMA,27.65999984741211,28.34000015258789,27.6200008392334,28.309999465942383,28.309999465942383,1077900,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
30072,30072,30072,30072,2023-12-20,LSXMA,28.489999771118164,28.530000686645508,27.950000762939453,27.979999542236328,27.979999542236328,1033400,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDLMARUBOZU,1
30075,30075,30075,30075,2023-12-26,LSXMA,28.770000457763672,29.06999969482422,28.600000381469727,28.809999465942383,28.809999465942383,911100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
30083,30083,30083,30083,2024-01-08,LSXMA,30.86000061035156,30.86000061035156,29.989999771118164,30.25,30.25,1730100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,CDLMATCHINGLOW,0,,1
30086,30086,30086,30086,2023-12-05,LSXMK,26.26000022888184,26.5,25.90999984741211,26.200000762939453,26.200000762939453,1207700,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
30088,30088,30088,30088,2023-12-07,LSXMK,26.530000686645508,26.799999237060547,26.239999771118164,26.5,26.5,918600,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
30090,30090,30090,30090,2023-12-11,LSXMK,26.6299991607666,27.09000015258789,26.46999931335449,26.799999237060547,26.799999237060547,869100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDL3OUTSIDE,0,,1
30106,30106,30106,30106,2024-01-04,LSXMK,29.950000762939453,30.170000076293945,29.75,29.90999984741211,29.90999984741211,2548300,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
30108,30108,30108,30108,2024-01-08,LSXMK,30.65999984741211,30.71999931335449,29.90999984741211,30.170000076293945,30.170000076293945,2605900,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,CDLMATCHINGLOW,0,,1
30109,30109,30109,30109,2023-12-01,LTC,32.59000015258789,33.20000076293945,32.56999969482422,33.150001525878906,33.150001525878906,426100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
30111,30111,30111,30111,2023-12-05,LTC,33.349998474121094,33.47999954223633,33.119998931884766,33.349998474121094,33.349998474121094,238200,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
