Expiration Date,Stock Symbol,"('2024-12-09', 'Call')","('2024-12-09', 'Put')","('2024-12-10', 'Call')","('2024-12-10', 'Put')","('2024-12-11', 'Call')","('2024-12-11', 'Put')","('2024-12-12', 'Call')","('2024-12-12', 'Put')","('2024-12-13', 'Call')","('2024-12-13', 'Put')",Separator,2024-12-13 (Put/Call),2024-12-12 (Put/Call),Total Calls,Total Puts
2024-12-13,M,"1,910","16,825",0,"117,188","97,274","22,519","4,151",0,0,0,,0.0,0.0,103335,156532
2024-12-13,MDB,"13,212","25,762","62,172","119,988","16,999",0,"7,057",0,788,"13,510",,17.14,0.0,100228,159260
2024-12-13,FSLY,"99,825",0,0,0,0,0,0,0,0,0,,0.0,0.0,99825,0
2024-12-13,PG,0,0,"77,931",0,"18,685",0,0,0,0,0,,0.0,0.0,96616,0
2024-12-13,UNH,"38,003","16,790",0,0,"10,381","18,947","11,652","40,098","36,384","14,649",,0.4,3.44,96420,90484
2024-12-13,HOOD,"47,316","8,175","35,054","47,802",0,"3,330","5,713",0,"5,473",0,,0.0,0.0,93556,59307
2024-12-13,CAVA,"77,494","3,160","1,905",0,"1,086","1,399",537,603,0,"1,033",,0.0,1.12,81022,6195
2024-12-13,ZIM,0,0,"25,707",0,"1,227",0,"53,930",0,0,0,,0.0,0.0,80864,0
2024-12-13,NFLX,"22,629","9,017","10,116",0,"26,318","6,705","1,362","6,549","14,049","32,869",,2.34,4.81,74474,55140
2024-12-13,IONQ,948,"3,613","2,497","11,098","44,223","42,269","3,903","3,919","19,404","2,606",,0.13,1.0,70975,63505
2024-12-13,ASTS,"68,523","3,976",0,"1,951",577,0,0,0,0,0,,0.0,0.0,69100,5927
2024-12-13,VZ,"43,358",0,"20,725",0,0,0,"1,254",0,0,0,,0.0,0.0,65337,0
2024-12-13,HUT,0,0,"1,071",0,0,0,"61,809",0,0,0,,0.0,0.0,62880,0
2024-12-13,V,0,0,"1,121",0,"58,389",0,0,0,0,0,,0.0,0.0,59510,0
2024-12-13,JPM,"12,584",0,"22,759","2,557",0,0,"17,524",0,"4,288","7,648",,1.78,0.0,57155,10205
2024-12-13,WMT,"48,909","77,165",0,0,0,0,"5,256",0,849,0,,0.0,0.0,55014,77165
2024-12-13,HPQ,"40,655",0,0,0,0,0,"14,134",0,0,0,,0.0,0.0,54789,0
2024-12-13,MOS,0,0,0,0,"54,671",0,0,0,0,0,,0.0,0.0,54671,0
2024-12-13,DOCU,"43,030",0,0,0,0,0,0,"1,790","11,465","1,547",,0.13,0.0,54495,3337
2024-12-13,DIS,"39,028",0,0,"2,275","14,788",0,0,0,0,"3,406",,0.0,0.0,53816,5681
2024-12-13,XOM,"13,887",0,"5,168","2,223","8,854","1,633","15,699",0,"9,324",0,,0.0,0.0,52932,3856
2024-12-13,NKE,"14,365",0,"36,026",0,0,0,0,0,0,0,,0.0,0.0,50391,0
2024-12-13,CRM,"37,807","2,631",0,0,"5,542",0,"1,876",0,0,0,,0.0,0.0,45225,2631
2024-12-13,BIDU,"36,429",0,"4,806",0,0,507,0,0,"3,353",0,,0.0,0.0,44588,507
2024-12-13,ASAN,"25,540",0,"9,597",524,"9,345",0,0,0,0,0,,0.0,0.0,44482,524
2024-12-13,TIGR,"43,617","1,015",0,"1,309",0,0,0,0,0,0,,0.0,0.0,43617,2324
2024-12-13,RKLB,"20,194","15,738","8,872",0,0,"16,958",0,"3,888","11,660",0,,0.0,0.0,40726,36584
2024-12-13,KR,850,0,"36,634",0,0,0,0,0,0,0,,0.0,0.0,37484,0
2024-12-13,CLF,"22,285","1,378",0,0,0,0,"12,875","8,178",744,"3,185",,4.28,0.64,35904,12741
2024-12-13,IBM,"2,730",0,"9,030",0,0,0,"11,483",0,"11,591",0,,0.0,0.0,34834,0
2024-12-13,CRWD,"5,025",0,0,0,"7,528",849,616,0,"20,680",514,,0.02,0.0,33849,1363
2024-12-13,DELL,"12,348",0,"20,380","5,850",0,0,"1,037",0,0,0,,0.0,0.0,33765,5850
2024-12-13,LULU,"30,652","4,662",0,"5,884",0,0,"2,036",687,0,0,,0.0,0.34,32688,11233
2024-12-13,ENPH,"30,458",0,0,0,0,0,0,0,"1,618",0,,0.0,0.0,32076,0
2024-12-13,X,"6,365","1,346",755,"2,357","6,483",0,"16,793",0,0,0,,0.0,0.0,30396,3703
2024-12-13,SNAP,0,0,0,0,0,0,"30,236",0,0,0,,0.0,0.0,30236,0
2024-12-13,JD,"26,156","3,507",0,0,"1,274",0,"2,310",0,0,0,,0.0,0.0,29740,3507
2024-12-13,SFIX,0,0,"1,408","27,423","28,256","2,814",0,0,0,0,,0.0,0.0,29664,30237
2024-12-13,PEP,"29,632",0,0,0,0,0,0,0,0,0,,0.0,0.0,29632,0
2024-12-13,KHC,"7,693",971,0,0,0,0,"21,471",0,0,0,,0.0,0.0,29164,971
2024-12-13,CVNA,574,"5,062",0,"1,778","26,317","36,781",0,0,0,0,,0.0,0.0,26891,43621
2024-12-13,MO,0,0,"10,575",0,0,"4,291","14,991",0,0,0,,0.0,0.0,25566,4291
2024-12-13,UPS,"24,239",0,0,0,0,0,0,0,0,0,,0.0,0.0,24239,0
2024-12-13,U,"11,731",0,0,0,"9,961",0,0,0,"1,236","1,406",,1.14,0.0,22928,1406
2024-12-13,OXY,"9,906",0,"1,531",0,0,0,"8,622",0,"2,510",0,,0.0,0.0,22569,0
2024-12-13,BURL,0,0,"9,339",0,"2,072",0,"10,658",0,0,0,,0.0,0.0,22069,0
2024-12-13,TOST,0,0,0,0,0,0,"21,647",0,0,0,,0.0,0.0,21647,0
2024-12-13,SQ,0,0,"6,728",0,"8,402",0,"4,160",0,0,"2,595",,0.0,0.0,19290,2595
2024-12-13,HIMS,533,0,"6,573","5,023","1,307","2,370","9,169",0,0,0,,0.0,0.0,17582,7393
2024-12-13,CVX,"15,324",0,0,0,0,0,"2,080",0,0,0,,0.0,0.0,17404,0
2024-12-13,RXRX,"12,321",0,"4,888",0,0,0,0,0,0,0,,0.0,0.0,17209,0
2024-12-13,BILI,"8,547",0,"5,160","9,080","3,272",0,0,0,0,0,,0.0,0.0,16979,9080
2024-12-13,EPD,0,0,0,0,"15,802",0,0,632,0,0,,0.0,0.0,15802,632
2024-12-13,GAP,0,0,"15,322",0,0,0,0,0,0,0,,0.0,0.0,15322,0
2024-12-13,ZM,"3,138",0,799,0,"10,971",0,0,0,0,0,,0.0,0.0,14908,0
2024-12-13,FUBO,0,0,0,0,0,0,"14,833",0,0,0,,0.0,0.0,14833,0
2024-12-13,PATH,"11,512",0,0,0,0,0,951,0,0,0,,0.0,0.0,12463,0
2024-12-13,ROKU,"9,932",0,0,0,"1,896",0,0,0,0,0,,0.0,0.0,11828,0
2024-12-13,CSCO,0,0,"11,536",0,0,0,0,0,0,0,,0.0,0.0,11536,0
2024-12-13,CAT,"11,522",0,0,"4,111",0,0,0,657,0,908,,0.0,0.0,11522,5676
2024-12-13,TEAM,"11,487",0,0,0,0,0,0,0,0,0,,0.0,0.0,11487,0
2024-12-13,MRNA,"9,980",0,"1,326","12,384",0,0,0,0,0,0,,0.0,0.0,11306,12384
2024-12-13,AMC,"11,014","34,276",0,0,0,0,0,0,0,0,,0.0,0.0,11014,34276
2024-12-13,ONON,0,0,0,0,"10,708",0,0,0,0,0,,0.0,0.0,10708,0
2024-12-13,GRPN,"10,541",0,0,0,0,0,0,0,0,0,,0.0,0.0,10541,0
2024-12-13,DKNG,"10,394","79,386",0,0,0,786,0,0,0,0,,0.0,0.0,10394,80172
2024-12-13,WDAY,"8,080",0,"2,100",0,0,0,0,0,0,0,,0.0,0.0,10180,0
2024-12-13,IREN,0,542,0,0,0,0,"10,094",0,0,0,,0.0,0.0,10094,542
2024-12-13,KEY,0,0,"9,977",0,0,0,0,0,0,0,,0.0,0.0,9977,0
2024-12-13,PFE,0,0,0,0,0,0,0,0,"8,840",0,,0.0,0.0,8840,0
2024-12-13,APLD,"3,382",837,0,0,"4,465",0,0,0,0,0,,0.0,0.0,7847,837
2024-12-13,WOLF,"7,842",0,0,0,0,0,0,0,0,0,,0.0,0.0,7842,0
2024-12-13,WULF,"7,543",0,0,0,0,0,0,0,0,0,,0.0,0.0,7543,0
2024-12-13,MGM,0,0,0,0,0,0,"7,435",0,0,0,,0.0,0.0,7435,0
2024-12-13,GS,0,0,"4,705",0,"1,633",0,"1,059",0,0,0,,0.0,0.0,7397,0
2024-12-13,DVN,"4,027",0,0,0,0,0,"2,186",0,"1,011",0,,0.0,0.0,7224,0
2024-12-13,JNJ,0,0,"3,875",0,"1,330",0,0,0,"1,594",0,,0.0,0.0,6799,0
2024-12-13,ABBV,"4,307",0,0,0,0,0,"2,266",0,0,0,,0.0,0.0,6573,0
2024-12-13,FSLR,"6,018",0,0,0,0,"19,930",521,0,0,0,,0.0,0.0,6539,19930
2024-12-13,ELF,"6,384",0,0,0,0,0,0,0,0,0,,0.0,0.0,6384,0
2024-12-13,GOLD,"6,226",0,0,0,0,0,0,0,0,0,,0.0,0.0,6226,0
2024-12-13,NOW,821,0,"4,844",896,508,0,0,0,0,0,,0.0,0.0,6173,896
2024-12-13,FCX,"3,099","3,233",0,0,"2,785",0,0,0,0,0,,0.0,0.0,5884,3233
2024-12-13,APA,"5,789",0,0,0,0,0,0,0,0,0,,0.0,0.0,5789,0
2024-12-13,QUBT,0,"1,830",0,0,"4,195","17,611",0,0,"1,314",0,,0.0,0.0,5509,19441
2024-12-13,PLUG,"5,402",0,0,0,0,0,0,0,0,0,,0.0,0.0,5402,0
2024-12-13,CCL,"5,252",0,0,0,0,0,0,0,0,"10,050",,0.0,0.0,5252,10050
2024-12-13,NCLH,0,0,"5,188",0,0,0,0,0,0,0,,0.0,0.0,5188,0
2024-12-13,WBD,0,0,0,0,0,0,"5,147",0,0,0,,0.0,0.0,5147,0
2024-12-13,DDOG,"4,499","9,158",0,"7,530",613,0,0,0,0,0,,0.0,0.0,5112,16688
2024-12-13,SERV,659,0,"4,376",0,0,0,0,0,0,0,,0.0,0.0,5035,0
2024-12-13,GE,0,0,0,0,"4,088",0,670,0,0,0,,0.0,0.0,4758,0
2024-12-13,CCJ,"3,156",0,0,0,0,0,0,0,"1,449",913,,0.63,0.0,4605,913
2024-12-13,TTD,"4,409",0,0,"9,572",0,0,0,0,0,0,,0.0,0.0,4409,9572
2024-12-13,ANET,0,0,0,0,"3,256",0,0,0,"1,056",0,,0.0,0.0,4312,0
2024-12-13,BRK.B,0,0,511,0,532,0,"2,464",0,647,0,,0.0,0.0,4154,0
2024-12-13,AMGN,0,0,"4,145",0,0,676,0,0,0,0,,0.0,0.0,4145,676
2024-12-13,LLY,0,0,0,0,0,0,0,0,"3,716","1,459",,0.39,0.0,3716,1459
2024-12-13,DE,0,0,0,0,"3,669",0,0,0,0,0,,0.0,0.0,3669,0
2024-12-13,AAP,640,0,0,0,"2,840",0,0,0,0,0,,0.0,0.0,3480,0
2024-12-13,HAL,"3,472",0,0,0,0,0,0,0,0,0,,0.0,0.0,3472,0
2024-12-13,VST,"2,755",0,578,0,0,0,0,"1,278",0,"1,069",,0.0,0.0,3333,2347
2024-12-13,EQT,0,0,0,0,0,0,"3,180",0,0,0,,0.0,0.0,3180,0
2024-12-13,CPRI,"3,053",0,0,0,0,0,0,0,0,0,,0.0,0.0,3053,0
2024-12-13,WFC,0,"10,408","1,113",902,0,0,"1,908",0,0,0,,0.0,0.0,3021,11310
2024-12-13,SEDG,"1,103",0,0,0,0,0,"1,895",0,0,0,,0.0,0.0,2998,0
2024-12-13,SCHW,"2,316",0,0,0,0,0,0,0,603,0,,0.0,0.0,2919,0
2024-12-13,RUN,"2,846",0,0,0,0,0,0,0,0,0,,0.0,0.0,2846,0
2024-12-13,NBIS,591,0,"2,126",0,0,0,0,0,0,0,,0.0,0.0,2717,0
2024-12-13,AMAT,0,0,742,0,0,0,0,"29,405","1,920",0,,0.0,0.0,2662,29405
2024-12-13,ASO,0,594,"2,396",0,0,759,0,0,0,0,,0.0,0.0,2396,1353
2024-12-13,SPCE,"2,329",0,0,0,0,0,0,0,0,0,,0.0,0.0,2329,0
2024-12-13,OKLO,"1,109",0,0,0,0,0,0,0,"1,200",0,,0.0,0.0,2309,0
2024-12-13,ASML,0,0,0,0,0,0,0,807,"2,300",0,,0.0,0.0,2300,807
2024-12-13,LUNR,0,0,0,0,0,0,"2,293",0,0,0,,0.0,0.0,2293,0
2024-12-13,CORZ,"2,145",0,0,0,0,0,0,0,0,0,,0.0,0.0,2145,0
2024-12-13,LRCX,"2,090",0,0,0,0,0,0,0,0,0,,0.0,0.0,2090,0
2024-12-13,HON,0,0,0,0,"2,024",0,0,0,0,0,,0.0,0.0,2024,0
2024-12-13,XPEV,"1,971","1,479",0,0,0,0,0,0,0,0,,0.0,0.0,1971,1479
2024-12-13,CIFR,"1,950",0,0,0,0,0,0,0,0,0,,0.0,0.0,1950,0
2024-12-13,PANW,"1,141",0,0,0,0,0,768,0,0,0,,0.0,0.0,1909,0
2024-12-13,AXP,0,0,"1,906",0,0,0,0,0,0,0,,0.0,0.0,1906,0
2024-12-13,WYNN,0,0,0,0,0,0,0,0,"1,891",0,,0.0,0.0,1891,0
2024-12-13,NEM,0,0,"1,757",0,0,0,0,0,0,0,,0.0,0.0,1757,0
2024-12-13,BYND,0,0,0,0,"1,750",0,0,0,0,0,,0.0,0.0,1750,0
2024-12-13,QS,"1,658",0,0,0,0,0,0,0,0,0,,0.0,0.0,1658,0
2024-12-13,MS,0,0,"1,657",0,0,0,0,0,0,0,,0.0,0.0,1657,0
2024-12-13,FDX,0,0,0,0,0,0,"1,598",0,0,0,,0.0,0.0,1598,0
2024-12-13,JMIA,"1,542",0,0,0,0,0,0,0,0,0,,0.0,0.0,1542,0
2024-12-13,BP,"1,484",0,0,0,0,0,0,0,0,0,,0.0,0.0,1484,0
2024-12-13,RH,0,0,0,0,0,0,0,0,"1,438","1,087",,0.76,0.0,1438,1087
2024-12-13,APO,"1,371","2,689",0,0,0,0,0,0,0,0,,0.0,0.0,1371,2689
2024-12-13,PM,0,0,"1,352",0,0,0,0,0,0,0,,0.0,0.0,1352,0
2024-12-13,LVS,"1,330",0,0,0,0,0,0,0,0,0,,0.0,0.0,1330,0
2024-12-13,ON,"1,271",0,0,0,0,0,0,0,0,0,,0.0,0.0,1271,0
2024-12-13,CSIQ,"1,223",0,0,0,0,0,0,0,0,0,,0.0,0.0,1223,0
2024-12-13,FUTU,583,0,0,"2,240",0,0,0,0,621,0,,0.0,0.0,1204,2240
2024-12-13,SMR,0,0,0,0,"1,180",0,0,0,0,0,,0.0,0.0,1180,0
2024-12-13,SYM,0,0,"1,151",0,0,0,0,0,0,0,,0.0,0.0,1151,0
2024-12-13,VRT,0,0,0,0,"1,099",0,0,0,0,0,,0.0,0.0,1099,0
2024-12-13,ZS,"1,095",0,0,0,0,0,0,0,0,0,,0.0,0.0,1095,0
2024-12-13,PBI,"1,078",0,0,0,0,0,0,0,0,0,,0.0,0.0,1078,0
2024-12-13,NVO,"1,075",0,0,0,0,0,0,0,0,"3,296",,0.0,0.0,1075,3296
2024-12-13,PTON,0,0,0,0,0,0,0,0,"1,073",0,,0.0,0.0,1073,0
2024-12-13,HD,0,0,0,0,0,0,"1,055",0,0,0,,0.0,0.0,1055,0
2024-12-13,W,0,0,0,0,0,0,0,0,"1,034",0,,0.0,0.0,1034,0
2024-12-13,ALT,956,0,0,0,0,0,0,0,0,0,,0.0,0.0,956,0
2024-12-13,EL,954,0,0,0,0,0,0,0,0,0,,0.0,0.0,954,0
2024-12-13,LYFT,0,0,0,0,899,"3,281",0,0,0,0,,0.0,0.0,899,3281
2024-12-13,TTWO,0,0,865,0,0,0,0,0,0,0,,0.0,0.0,865,0
2024-12-13,ANF,797,0,0,0,0,0,0,0,0,0,,0.0,0.0,797,0
2024-12-13,QCOM,0,0,782,0,0,0,0,0,0,0,,0.0,0.0,782,0
2024-12-13,MBLY,0,0,766,0,0,0,0,0,0,0,,0.0,0.0,766,0
2024-12-13,GM,0,0,0,0,713,"6,756",0,0,0,0,,0.0,0.0,713,6756
2024-12-13,ABNB,0,0,0,0,0,0,0,0,631,"1,044",,1.65,0.0,631,1044
2024-12-13,GILD,0,0,629,0,0,0,0,0,0,0,,0.0,0.0,629,0
2024-12-13,TOL,618,"1,674",0,0,0,0,0,0,0,0,,0.0,0.0,618,1674
2024-12-13,SPOT,0,0,0,0,0,"12,828",0,0,598,0,,0.0,0.0,598,12828
2024-12-13,BX,0,0,574,0,0,0,0,"2,886",0,0,,0.0,0.0,574,2886
2024-12-13,GEO,0,0,0,0,0,0,0,0,500,0,,0.0,0.0,500,0
2024-12-13,C,0,0,0,"1,442",0,"15,158",0,0,0,0,,0.0,0.0,0,16600
2024-12-13,CMG,0,980,0,0,0,0,0,0,0,0,,0.0,0.0,0,980
2024-12-13,DG,0,0,0,0,0,0,0,0,0,891,,0.0,0.0,0,891
2024-12-13,ENVX,0,0,0,626,0,0,0,0,0,0,,0.0,0.0,0,626
2024-12-13,FTNT,0,0,0,0,0,0,0,0,0,528,,0.0,0.0,0,528
2024-12-13,JOBY,0,565,0,0,0,0,0,0,0,0,,0.0,0.0,0,565
2024-12-13,KSS,0,0,0,"20,003",0,0,0,0,0,0,,0.0,0.0,0,20003
2024-12-13,LCID,0,"7,761",0,0,0,0,0,0,0,0,,0.0,0.0,0,7761
2024-12-13,MTCH,0,0,0,0,0,"1,737",0,0,0,0,,0.0,0.0,0,1737
2024-12-13,NKLA,0,0,0,0,0,0,0,"7,316",0,0,,0.0,0.0,0,7316
2024-12-13,RUM,0,"2,274",0,0,0,0,0,0,0,0,,0.0,0.0,0,2274
2024-12-13,SHOP,0,"3,361",0,"9,799",0,0,0,0,0,0,,0.0,0.0,0,13160
2024-12-13,SIRI,0,0,0,"1,095",0,0,0,0,0,0,,0.0,0.0,0,1095
2024-12-13,T,0,"5,081",0,0,0,0,0,0,0,0,,0.0,0.0,0,5081
2024-12-13,TEM,0,"1,965",0,0,0,0,0,0,0,0,,0.0,0.0,0,1965
2024-12-13,UAL,0,"2,685",0,0,0,0,0,0,0,0,,0.0,0.0,0,2685
2024-12-13,WDC,0,0,0,0,0,0,0,"3,134",0,0,,0.0,0.0,0,3134
2024-12-13,Z,0,0,0,0,0,0,0,0,0,"1,114",,0.0,0.0,0,1114
2024-12-20,TSLA,"2,274,067","147,550","2,399,889","531,952","1,796,738","563,166","2,125,544","953,931","3,821,561","1,474,444",,0.39,0.45,12417799,3671043
2024-12-20,GOOGL,0,0,"1,645,309","27,857","1,723,724","159,328",0,"40,101","18,217","12,157",,0.67,0.0,3387250,239443
2024-12-20,AVGO,0,0,"9,409",0,"4,430",0,"48,296",0,"2,588,150","316,008",,0.12,0.0,2650285,316008
2024-12-20,AMD,"230,066","27,728","136,779",0,"386,055","8,730","150,050",0,"1,033,942","308,178",,0.3,0.0,1936892,344636
2024-12-20,NVDA,"54,206",0,"467,037","35,607","60,063",0,"603,538",0,"439,236","18,875",,0.04,0.0,1624080,54482
2024-12-20,PLTR,"43,995","183,939","166,468","99,771","44,586",0,"79,018","39,558","582,704","5,901",,0.01,0.5,916771,329169
2024-12-20,RGTI,0,"7,802","620,764","33,096","180,783","160,461",0,"119,393",0,0,,0.0,0.0,801547,320752
2024-12-20,AMZN,"9,731","33,693","4,347",0,"378,854","21,417","388,507","18,860",0,0,,0.0,0.05,781439,73970
2024-12-20,ARM,0,0,0,0,"53,089",0,"396,499",0,"164,417",0,,0.0,0.0,614005,0
2024-12-20,GOOG,0,"18,900","73,579",0,"458,330","48,193","20,790","8,230","6,681",0,,0.0,0.4,559380,75323
2024-12-20,AAPL,"74,255","186,532",0,"3,045","404,879","101,363",0,"1,145","25,591","9,431",,0.37,0.0,504725,301516
2024-12-20,SOUN,"101,989","2,347","8,470","2,115","4,710","1,321","4,032","1,145","286,765","72,961",,0.25,0.28,405966,79889
2024-12-20,MSTR,"6,597",0,858,0,"50,552","27,312",701,"4,677","293,367","9,807",,0.03,6.67,352075,41796
2024-12-20,CELH,0,0,"135,809","2,341","62,902","1,733","3,912","4,068",0,0,,0.0,1.04,202623,8142
