Time,Stock Symbol,Stock Last Price,Type,Strike Price,Volume,Expiration Date,Days To Expiration,Bid Price,Midpoint,Ask Price,Last Price,Open Interest,VOI Ratio,Volatility
2024-07-0215:59 EST,"AMZN
watching",200,Put,195,27141,2024-07-05,3,0.2,0.21,0.22,0.21,8764,3.1,22.83%
2024-07-0215:59 EST,"AMZN
watching",200,Call,205,27069,2024-07-12,10,1.67,1.69,1.72,1.68,11546,2.34,26.54%
2024-07-0215:59 EST,AMD,164.32,Call,167.5,26770,2024-07-05,3,0.86,0.88,0.9,0.87,16650,1.61,34.42%
2024-07-0215:59 EST,"TSLA
watching",231.26,Put,200,26380,2024-07-12,10,0.47,0.48,0.48,0.48,5676,4.65,55.91%
2024-07-0215:59 EST,"TSLA
watching",231.26,Call,255,26341,2024-07-05,3,0.25,0.26,0.27,0.26,6063,4.34,63.40%
2024-07-0215:59 EST,"NVDA
watching",122.67,Call,120,26051,2024-07-05,3,3.25,3.33,3.4,3.31,22806,1.14,36.29%
2024-07-0215:59 EST,"NVDA
watching",122.67,Call,150,25147,2024-08-16,45,1.31,1.33,1.34,1.3,102175,0.25,47.20%
2024-07-0215:59 EST,"NVDA
watching",122.67,Put,120.5,25122,2024-07-05,3,0.7,0.72,0.74,0.75,6878,3.65,36.14%
2024-07-0215:12 EST,AGNC,9.66,Put,9.5,25094,2024-07-26,24,0.11,0.11,0.12,0.14,2733,9.18,18.92%
2024-07-0215:59 EST,"AAPL
watching",220.27,Call,220,24801,2024-07-19,17,4.25,4.3,4.35,4.26,42337,0.59,20.41%
2024-07-0215:59 EST,"AMZN
watching",200,Put,197.5,24719,2024-07-05,3,0.58,0.59,0.6,0.59,7349,3.36,21.57%
2024-07-0215:59 EST,"TSLA
watching",231.26,Put,225,24707,2024-07-12,10,4.4,4.43,4.45,4.45,120,205.89,48.25%
2024-07-0215:59 EST,"TSLA
watching",231.26,Call,220,24500,2024-07-12,10,14.35,14.48,14.6,14.5,7414,3.3,49.01%
2024-07-0215:59 EST,GOOGL,185.24,Call,185,24395,2024-07-05,3,1.25,1.28,1.3,1.25,13193,1.85,16.22%
2024-07-0215:59 EST,SIRI,3.1,Call,3,23960,2024-07-12,10,0.18,0.21,0.23,0.18,12905,1.86,61.00%
2024-07-0215:59 EST,"TSLA
watching",231.26,Call,260,23746,2024-07-05,3,0.15,0.16,0.16,0.15,3717,6.39,66.58%
2024-07-0215:59 EST,"MSFT
watching",459.28,Call,460,23513,2024-07-05,3,2.06,2.1,2.14,2.1,4837,4.86,14.21%
2024-07-0215:59 EST,"TSLA
watching",231.26,Put,212.5,23361,2024-07-05,3,0.26,0.27,0.28,0.27,2004,11.66,58.44%
2024-07-0215:59 EST,"NVDA
watching",122.67,Put,115,23276,2024-07-05,3,0.1,0.11,0.11,0.1,47139,0.49,43.75%
2024-07-0215:59 EST,"AAPL
watching",220.27,Call,225,23213,2024-08-16,45,5.8,5.85,5.9,5.83,20688,1.12,23.76%
2024-07-0215:59 EST,AMD,164.32,Call,157.5,23119,2024-07-05,3,7,7.13,7.25,7.12,11458,2.02,36.29%
2024-07-0215:59 EST,"TSLA
watching",231.26,Put,207.5,22412,2024-07-05,3,0.18,0.19,0.19,0.19,9626,2.33,66.74%
2024-07-0215:59 EST,"AAPL
watching",220.27,Call,210,22367,2024-08-16,45,14.45,14.58,14.7,14.55,37923,0.59,24.57%
2024-07-0215:59 EST,DIS,97.99,Call,110,22330,2024-07-19,17,0.13,0.14,0.15,0.14,52262,0.43,31.60%
2024-07-0215:59 EST,"TSLA
watching",231.26,Call,225,22204,2024-07-19,17,13.2,13.33,13.45,13.25,11042,2.01,48.21%
2024-07-0215:59 EST,"NVDA
watching",122.67,Call,123,21978,2024-07-12,10,3.25,3.3,3.35,3.32,10977,2,41.90%
2024-07-0215:59 EST,"TSLA
watching",231.26,Put,200,21976,2024-07-19,17,1.01,1.02,1.03,1.02,12458,1.76,51.44%
2024-07-0215:59 EST,"TSLA
watching",231.26,Call,240,21389,2024-07-19,17,6.5,6.58,6.65,6.57,18948,1.13,50.01%
2024-07-0215:59 EST,PLTR,25.83,Call,26.5,21324,2024-07-05,3,0.09,0.1,0.11,0.1,8936,2.39,34.86%
2024-07-0215:59 EST,"AAPL
watching",220.27,Call,225,21193,2024-07-12,10,1.28,1.29,1.3,1.29,6412,3.31,20.41%
2024-07-0215:59 EST,"NVDA
watching",122.67,Call,129,20811,2024-07-05,3,0.12,0.13,0.13,0.12,26186,0.79,36.50%
2024-07-0215:54 EST,RIG,5.17,Call,6,20590,2024-11-15,136,0.34,0.35,0.36,0.36,27955,0.74,55.02%
2024-07-0215:40 EST,SIRI,3.1,Put,3.5,20351,2024-12-20,171,0.85,0.92,0.99,0.94,1446,14.07,84.89%
2024-07-0215:59 EST,"TSLA
watching",231.26,Put,210,20250,2024-07-19,17,2.18,2.2,2.22,2.19,7069,2.86,48.95%
2024-07-0215:40 EST,SIRI,3.1,Put,4,20210,2024-07-19,17,1.01,1.26,1.5,1.04,36019,0.56,152.07%
2024-07-0215:59 EST,AAL,11.05,Put,11,20142,2024-07-12,10,0.22,0.23,0.24,0.23,9571,2.1,35.26%
2024-07-0214:58 EST,NKE,76.04,Put,92.5,19732,2024-07-19,17,14.4,16.08,17.75,16.3,4237,4.66,91.52%
2024-07-0215:31 EST,F,12.87,Put,9.82,19569,2024-12-20,171,0.14,0.16,0.17,0.15,13068,1.5,34.05%
2024-07-0215:59 EST,"NVDA
watching",122.67,Call,125,19527,2024-07-19,17,3.7,3.73,3.75,3.7,63302,0.31,43.60%
2024-07-0215:59 EST,"NVDA
watching",122.67,Put,119,19190,2024-07-05,3,0.39,0.4,0.4,0.4,14101,1.36,37.21%
2024-07-0215:59 EST,"TSLA
watching",231.26,Put,230,19040,2024-07-12,10,6.55,6.63,6.7,6.6,128,148.75,48.31%
2024-07-0215:59 EST,"TSLA
watching",231.26,Put,210,18949,2024-07-12,10,1.08,1.09,1.1,1.1,2770,6.84,50.53%
2024-07-0215:59 EST,RIVN,14.89,Put,14.5,18653,2024-07-05,3,0.16,0.17,0.17,0.16,3327,5.61,60.17%
2024-07-0215:59 EST,"AAPL
watching",220.27,Call,222.5,18596,2024-07-12,10,2.11,2.12,2.13,2.11,4062,4.58,20.38%
2024-07-0215:59 EST,"AMZN
watching",200,Call,195,18579,2024-07-05,3,5.05,5.25,5.45,5.37,11520,1.61,24.97%
2024-07-0215:59 EST,AMC,5.21,Call,5,18164,2024-07-05,3,0.26,0.27,0.27,0.26,29337,0.62,69.11%
2024-07-0215:59 EST,"NVDA
watching",122.67,Call,135,18033,2024-07-12,10,0.35,0.36,0.37,0.35,22053,0.82,41.70%
2024-07-0215:59 EST,MARA,22.12,Call,23,18002,2024-07-05,3,0.21,0.22,0.23,0.21,11865,1.52,65.78%
2024-07-0215:59 EST,"NVDA
watching",122.67,Call,125,17903,2024-09-20,80,11.55,11.6,11.65,11.55,50914,0.35,52.20%
2024-07-0215:59 EST,"NVDA
watching",122.67,Put,125,17747,2024-07-05,3,2.86,2.96,3.05,2.99,27144,0.65,35.59%
2024-07-0215:59 EST,"TSLA
watching",231.26,Put,225,17560,2024-07-19,17,6.4,6.48,6.55,6.5,2204,7.97,48.43%
2024-07-0215:59 EST,RIVN,14.89,Call,14.5,17494,2024-07-05,3,0.54,0.57,0.6,0.56,8051,2.17,60.99%
2024-07-0215:59 EST,"TSLA
watching",231.26,Call,210,17478,2024-07-05,3,21.25,21.63,22,21.2,22687,0.77,65.05%
2024-07-0215:59 EST,"TSLA
watching",231.26,Put,220,17421,2024-07-19,17,4.55,4.6,4.65,4.61,3164,5.51,48.12%
2024-07-0215:59 EST,"TSLA
watching",231.26,Call,215,17168,2024-07-05,3,16.3,16.75,17.2,16.6,18707,0.92,50.93%
2024-07-0215:59 EST,"NVDA
watching",122.67,Call,122,17130,2024-07-12,10,3.8,3.83,3.85,3.75,6216,2.76,41.94%
2024-07-0215:59 EST,"TSLA
watching",231.26,Call,220,16886,2024-07-19,17,16.35,16.48,16.6,16.5,17299,0.98,48.72%
2024-07-0215:59 EST,SQ,64.58,Call,65,16753,2024-07-05,3,0.56,0.58,0.59,0.57,7135,2.35,32.00%
2024-07-0215:59 EST,"NVDA
watching",122.67,Call,140,16733,2024-07-19,17,0.49,0.5,0.5,0.5,71869,0.23,44.20%
2024-07-0214:26 EST,X,38.34,Put,25,16011,2025-01-17,199,0.7,0.77,0.85,0.78,142140,0.11,54.16%
2024-07-0215:59 EST,AMD,164.32,Call,165,15910,2024-07-12,10,3.95,4,4.05,4.05,4396,3.62,39.32%
2024-07-0215:59 EST,COIN,227.51,Call,260,15869,2024-07-19,17,2.49,2.63,2.77,2.6,31763,0.5,60.32%
2024-07-0215:59 EST,NKE,76.04,Call,80,15753,2024-07-19,17,0.35,0.36,0.37,0.37,24229,0.65,24.01%
2024-07-0215:59 EST,PYPL,58.97,Call,60,15673,2024-07-05,3,0.12,0.13,0.13,0.13,8644,1.81,21.91%
2024-07-0215:59 EST,"AMZN
watching",200,Call,210,15623,2024-07-19,17,1.53,1.56,1.59,1.56,17880,0.87,27.87%
2024-07-0215:59 EST,"NVDA
watching",122.67,Put,118,15393,2024-07-19,17,2.44,2.47,2.5,2.48,20925,0.74,43.74%
2024-07-0215:59 EST,"NVDA
watching",122.67,Call,120,15375,2024-07-19,17,6.15,6.23,6.3,6.25,93094,0.17,44.27%
2024-07-0215:59 EST,COIN,227.51,Call,230,15370,2024-08-16,45,21.55,22.1,22.65,21.66,899,17.1,69.47%
2024-07-0215:59 EST,AMD,164.32,Call,170,15313,2024-07-12,10,2.14,2.16,2.17,2.17,4842,3.16,39.56%
2024-07-0215:57 EST,PFE,27.83,Put,26,15312,2024-08-02,31,0.25,0.26,0.27,0.27,630,24.3,28.94%
2024-07-0215:58 EST,"NVDA
watching",122.67,Put,125,15159,2024-09-20,80,12.35,12.43,12.5,12.5,6343,2.39,52.04%
2024-07-0215:59 EST,"NVDA
watching",122.67,Put,115,15156,2024-07-19,17,1.56,1.6,1.63,1.6,40538,0.37,44.01%
2024-07-0214:57 EST,AAL,11.05,Put,5,15070,2025-06-20,353,0.07,0.11,0.15,0.11,133932,0.11,54.81%
2024-07-0215:59 EST,"TSLA
watching",231.26,Put,230,14956,2024-07-19,17,8.7,8.77,8.85,8.8,1856,8.06,48.69%
2024-07-0215:59 EST,"NVDA
watching",122.67,Put,124,14951,2024-07-05,3,2.19,2.25,2.31,2.29,17486,0.86,35.09%
2024-07-0215:59 EST,"TSLA
watching",231.26,Put,202.5,14771,2024-07-05,3,0.13,0.14,0.14,0.14,9547,1.55,75.06%
2024-07-0215:59 EST,PLTR,25.83,Call,26,14700,2024-07-05,3,0.24,0.25,0.25,0.23,14781,0.99,33.94%
2024-07-0215:59 EST,"AAPL
watching",220.27,Put,215,14619,2024-07-12,10,0.92,0.93,0.94,0.93,5056,2.89,20.14%
2024-07-0215:59 EST,"TSLA
watching",231.26,Call,235,14512,2024-07-19,17,8.3,8.38,8.45,8.4,4311,3.37,49.40%
2024-07-0215:59 EST,"TSLA
watching",231.26,Put,215,14449,2024-07-12,10,1.75,1.77,1.78,1.76,558,25.89,48.96%
2024-07-0215:02 EST,CORZ,10.26,Put,9,14431,2024-07-19,17,0.2,0.25,0.3,0.35,9513,1.52,86.60%
2024-07-0215:59 EST,ABNB,154.34,Call,157.5,14321,2024-07-05,3,0.23,0.24,0.24,0.23,803,17.83,21.05%
2024-07-0215:59 EST,"AAPL
watching",220.27,Put,217.5,14203,2024-07-19,17,2.3,2.32,2.34,2.32,971,14.63,19.68%
2024-07-0215:59 EST,ARM,163.46,Call,165,14101,2024-07-05,3,2.1,2.14,2.17,2.15,2243,6.29,47.55%
2024-07-0215:59 EST,"NVDA
watching",122.67,Call,126,14098,2024-07-12,10,2.03,2.07,2.1,2.08,10197,1.38,41.77%
2024-07-0215:59 EST,"NVDA
watching",122.67,Put,117,14013,2024-07-05,3,0.18,0.19,0.19,0.18,18212,0.77,39.38%
2024-07-0215:59 EST,AA,40.83,Call,42,13936,2024-07-05,3,0.21,0.22,0.23,0.23,346,40.28,43.47%
2024-07-0215:59 EST,"NVDA
watching",122.67,Call,140,13805,2024-08-16,45,2.71,2.73,2.75,2.72,66089,0.21,46.62%
2024-07-0215:59 EST,"TSLA
watching",231.26,Call,260,13668,2024-07-12,10,1.2,1.21,1.23,1.23,1865,7.33,57.02%
2024-07-0215:59 EST,"AAPL
watching",220.27,Put,215,13664,2024-07-19,17,1.51,1.55,1.58,1.56,10224,1.34,19.99%
2024-07-0215:25 EST,CORZ,10.26,Call,11,13641,2024-07-19,17,0.4,0.48,0.55,0.45,16577,0.82,82.56%
2024-07-0215:59 EST,"AAPL
watching",220.27,Call,225,13637,2024-07-19,17,2.16,2.18,2.2,2.17,36964,0.37,20.50%
2024-07-0215:59 EST,"AMZN
watching",200,Call,205,13340,2024-07-19,17,2.76,2.78,2.8,2.79,29316,0.46,26.99%
2024-07-0216:03 EST,"TSLA
watching",231.26,Call,275,13247,2024-08-02,31,4.45,4.53,4.6,4.2,729,18.17,63.26%
2024-07-0215:58 EST,"TSLA
watching",231.26,Put,180,13134,2024-07-12,10,0.16,0.17,0.17,0.16,7626,1.72,72.60%
2024-07-0215:59 EST,"NVDA
watching",122.67,Put,120,13100,2024-07-12,10,2.03,2.08,2.13,2.07,10662,1.23,41.12%
2024-07-0215:58 EST,"AAPL
watching",220.27,Call,300,13039,2025-01-17,199,1.17,1.19,1.2,1.19,64057,0.2,24.62%
2024-07-0215:59 EST,AMD,164.32,Put,162.5,13016,2024-07-05,3,1.11,1.13,1.15,1.12,2882,4.52,32.37%
2024-07-0215:59 EST,BAC,40.93,Call,40.5,13011,2024-07-05,3,0.53,0.55,0.57,0.54,4233,3.07,17.91%
2024-07-0215:59 EST,"META
watching",509.5,Call,515,12965,2024-07-05,3,2.13,2.2,2.26,2.2,4473,2.9,23.44%
2024-07-0215:59 EST,AAL,11.05,Call,11,12949,2024-07-12,10,0.3,0.31,0.32,0.31,4969,2.61,38.72%
2024-07-0215:59 EST,SIRI,3.1,Call,3,12803,2024-07-19,17,0.22,0.24,0.25,0.23,83604,0.15,66.45%
2024-07-0215:59 EST,"NVDA
watching",122.67,Put,119.5,12766,2024-07-05,3,0.48,0.49,0.5,0.5,9150,1.4,37.17%
2024-07-0215:59 EST,"NVDA
watching",122.67,Call,124,12698,2024-07-12,10,2.83,2.85,2.87,2.83,7406,1.71,41.47%
2024-07-0215:59 EST,TGT,145.39,Call,150,12676,2024-07-12,10,0.6,0.61,0.62,0.6,631,20.09,21.97%
2024-07-0215:59 EST,"NVDA
watching",122.67,Call,135,12579,2024-07-19,17,1.01,1.03,1.04,1.01,51080,0.25,43.41%
2024-07-0215:59 EST,"NVDA
watching",122.67,Call,122,12573,2024-07-19,17,5.05,5.13,5.2,5.05,15209,0.83,43.25%
2024-07-0215:59 EST,"NVDA
watching",122.67,Call,130,12500,2024-08-16,45,5.4,5.45,5.5,5.41,54948,0.23,46.79%
2024-07-0215:59 EST,"AMZN
watching",200,Put,200,12461,2024-07-05,3,1.5,1.51,1.52,1.5,2391,5.21,21.27%
2024-07-0215:59 EST,SQ,64.58,Call,66,12427,2024-07-05,3,0.26,0.27,0.28,0.28,2335,5.32,33.37%
2024-07-0215:59 EST,"TSLA
watching",231.26,Call,200,12143,2024-08-16,45,38.1,38.23,38.35,38.16,75575,0.16,57.16%
2024-07-0215:48 EST,ACI,19.86,Call,27,12044,2025-01-17,199,0.1,0.18,0.25,0.16,25323,0.48,27.66%
2024-07-0215:59 EST,MARA,22.12,Put,21.5,11999,2024-07-05,3,0.26,0.27,0.28,0.27,14470,0.83,66.65%
2024-07-0215:59 EST,"AAPL
watching",220.27,Call,217.5,11881,2024-07-12,10,4.75,4.8,4.85,4.74,5117,2.32,20.96%
2024-07-0215:59 EST,SIRI,3.1,Call,3,11873,2024-07-05,3,0.11,0.12,0.13,0.11,12697,0.94,38.08%
2024-07-0215:59 EST,"TSLA
watching",231.26,Call,250,11864,2024-08-16,45,12.3,12.35,12.4,12.28,18800,0.63,58.83%
2024-07-0215:59 EST,SMCI,837.17,Call,900,11796,2024-07-05,3,2.6,2.68,2.75,2.67,4294,2.75,64.46%
2024-07-0215:59 EST,NKE,76.04,Put,90,11774,2024-07-19,17,12.8,13.68,14.55,13.94,3751,3.14,66.16%
2024-07-0215:59 EST,"AMZN
watching",200,Call,200,11762,2024-08-16,45,10.7,10.75,10.8,10.75,58907,0.2,36.07%
2024-07-0215:58 EST,"NVDA
watching",122.67,Put,90,11656,2025-01-17,199,3.9,3.95,4,3.95,36472,0.32,51.04%
2024-07-0215:59 EST,BABA,73.68,Call,75,11646,2024-07-05,3,0.28,0.29,0.29,0.29,5163,2.26,29.17%
2024-07-0215:59 EST,"NVDA
watching",122.67,Put,122,11628,2024-07-12,10,2.88,2.93,2.97,2.96,6602,1.76,41.59%
2024-07-0215:59 EST,"NVDA
watching",122.67,Put,115,11602,2024-07-12,10,0.76,0.78,0.79,0.79,13783,0.84,42.63%
2024-07-0215:59 EST,"AAPL
watching",220.27,Call,230,11599,2024-08-16,45,4.1,4.13,4.15,4.1,39010,0.3,24.00%
2024-07-0215:58 EST,"NVDA
watching",122.67,Call,102,11522,2025-01-17,199,30.95,31.08,31.2,30.95,15068,0.76,51.22%
2024-07-0215:59 EST,"NVDA
watching",122.67,Put,110,11516,2024-07-19,17,0.72,0.73,0.74,0.73,64455,0.18,45.48%
