Time,Stock Symbol,Stock Last Price,Type,Strike Price,Volume,Expiration Date,Days To Expiration,Bid Price,Midpoint,Ask Price,Last Price,Open Interest,VOI Ratio,Volatility,Delta
2024-07-0115:59 EST,"TSLA
watching",209.86,Put,205,101021,2024-07-05,4,2.74,2.82,2.9,2.83,1171,86.27,0.5682,-0.332833
2024-07-0115:59 EST,"TSLA
watching",209.86,Put,195,70392,2024-07-05,4,0.66,0.7,0.73,0.74,9273,7.59,0.5879,-0.108804
2024-07-0115:59 EST,"TSLA
watching",209.86,Put,190,40078,2024-07-05,4,0.35,0.36,0.36,0.35,12688,3.16,0.6214,-0.058318
2024-07-0115:59 EST,ROKU,62.47,Call,60,2122,2024-07-05,4,2.75,2.84,2.92,2.81,1513,1.4,0.4491,0.814352
2024-07-0115:59 EST,PLTR,25.88,Put,25.5,6813,2024-07-05,4,0.23,0.24,0.25,0.25,2934,2.32,0.3893,-0.346216
2024-07-0115:59 EST,"NVDA
watching",124.3,Call,130,182096,2024-07-05,4,0.4,0.41,0.41,0.41,70204,2.59,0.4041,0.152683
2024-07-0115:59 EST,"NVDA
watching",124.3,Call,129,32113,2024-07-05,4,0.55,0.57,0.59,0.59,19755,1.63,0.4083,0.202304
2024-07-0115:59 EST,"NVDA
watching",124.3,Call,128,61191,2024-07-05,4,0.75,0.78,0.82,0.77,20891,2.93,0.3996,0.252562
2024-07-0115:59 EST,"NVDA
watching",124.3,Call,126,68359,2024-07-05,4,1.4,1.44,1.47,1.43,21485,3.18,0.4108,0.389375
2024-07-0115:59 EST,"NVDA
watching",124.3,Put,125,35015,2024-07-05,4,2.4,2.45,2.5,2.44,25164,1.39,0.4047,-0.540235
2024-07-0115:59 EST,"NVDA
watching",124.3,Call,125,222484,2024-07-05,4,1.83,1.86,1.88,1.84,42146,5.28,0.4111,0.461954
2024-07-0115:59 EST,"NVDA
watching",124.3,Put,124,63996,2024-07-05,4,1.92,1.96,1.99,1.95,14332,4.47,0.4103,-0.464705
2024-07-0115:59 EST,"NVDA
watching",124.3,Put,122,73768,2024-07-05,4,1.14,1.17,1.2,1.16,12314,5.99,0.4157,-0.321869
2024-07-0115:59 EST,"NVDA
watching",124.3,Call,122,65441,2024-07-05,4,3.5,3.58,3.65,3.5,7975,8.21,0.4096,0.681045
2024-07-0115:59 EST,"NVDA
watching",124.3,Put,120,146595,2024-07-05,4,0.65,0.66,0.66,0.65,30607,4.79,0.4252,-0.204723
2024-07-0115:59 EST,MSM,78.23,Call,85,1498,2024-07-19,18,0.4,0.43,0.45,0.45,210,7.13,0.3454,0.149724
2024-07-0115:59 EST,"MSFT
watching",456.73,Put,457.5,516,2024-07-05,4,3,3.15,3.3,3.3,313,1.65,0.1576,-0.528367
2024-07-0115:59 EST,"MSFT
watching",456.73,Put,455,3862,2024-07-05,4,1.9,2.03,2.15,1.9,1096,3.52,0.1451,-0.3878
2024-07-0115:59 EST,"MSFT
watching",456.73,Put,450,9870,2024-07-05,4,0.78,0.81,0.84,0.82,3663,2.69,0.1661,-0.187073
2024-07-0115:59 EST,"META
watching",504.68,Call,522.5,2111,2024-07-05,4,0.72,0.76,0.79,0.78,1343,1.57,0.2681,0.114413
2024-07-0115:59 EST,MARA,22.56,Call,23,22960,2024-07-05,4,0.52,0.54,0.56,0.53,5817,3.95,0.7608,0.422538
2024-07-0115:59 EST,MARA,22.56,Put,21,22195,2024-07-05,4,0.19,0.2,0.2,0.19,849,26.14,0.7904,-0.180395
2024-07-0115:59 EST,LULU,302.36,Call,300,589,2024-07-05,4,4.3,4.53,4.75,4.45,245,2.4,0.2397,0.636121
2024-07-0115:59 EST,GS,463.66,Call,480,1486,2024-07-05,4,0.25,0.27,0.28,0.26,525,2.83,0.2092,0.059927
2024-07-0115:59 EST,GS,463.66,Call,475,1854,2024-07-05,4,0.55,0.62,0.69,0.62,290,6.39,0.1996,0.129097
2024-07-0115:59 EST,GS,463.66,Call,470,5129,2024-07-05,4,1.48,1.57,1.66,1.54,290,17.69,0.1987,0.265283
2024-07-0115:59 EST,GME,23.33,Call,24,19195,2024-07-05,4,0.83,0.86,0.88,0.84,11785,1.63,1.1597,0.430957
2024-07-0115:59 EST,ENPH,97.26,Call,100,1192,2024-07-05,4,0.97,1.01,1.05,1.01,503,2.37,0.5057,0.312981
2024-07-0115:59 EST,DOCU,55.14,Call,57,5973,2024-07-05,4,0.08,0.1,0.12,0.12,284,21.03,0.2877,0.142959
2024-07-0115:59 EST,DELL,142.82,Call,146,704,2024-07-05,4,1.1,1.13,1.15,1.15,391,1.8,0.3967,0.30893
2024-07-0115:59 EST,DELL,142.82,Call,145,4714,2024-07-05,4,1.45,1.48,1.5,1.48,1475,3.2,0.3979,0.369823
2024-07-0115:59 EST,DELL,142.82,Put,143,779,2024-07-05,4,2.25,2.33,2.4,2.32,115,6.77,0.3784,-0.50118
2024-07-0115:59 EST,COIN,233.37,Call,235,6264,2024-07-05,4,4,4.4,4.8,4.8,1079,5.81,0.5641,0.468726
2024-07-0115:59 EST,COIN,233.37,Put,210,2985,2024-07-05,4,0.21,0.27,0.32,0.22,1331,2.24,0.5804,-0.037881
2024-07-0115:59 EST,AVGO,1640.8,Call,1700,9810,2024-07-05,4,9,9.35,9.7,9.5,2298,4.27,0.432,0.226182
2024-07-0115:59 EST,AMD,157.69,Call,160,9960,2024-07-12,11,3.3,3.35,3.4,3.35,2645,3.77,0.3912,0.437789
2024-07-0115:59 EST,AMD,157.69,Call,165,33552,2024-07-05,4,0.4,0.41,0.42,0.42,11022,3.04,0.3802,0.13478
2024-07-0115:59 EST,AMD,157.69,Call,162.5,25048,2024-07-05,4,0.76,0.78,0.79,0.77,8719,2.87,0.3644,0.225589
2024-07-0115:59 EST,AMD,157.69,Call,157.5,55935,2024-07-05,4,2.45,2.48,2.5,2.48,2500,22.37,0.3551,0.526605
2024-07-0115:59 EST,AMD,157.69,Put,155,27103,2024-07-05,4,1.12,1.14,1.16,1.13,5810,4.66,0.3446,-0.305382
2024-07-0115:59 EST,AMD,157.69,Call,152.5,4227,2024-07-05,4,5.75,5.9,6.05,5.9,494,8.56,0.3688,0.816337
2024-07-0115:59 EST,"AAPL
watching",216.75,Call,212.5,4333,2024-07-12,11,5.8,5.9,6,6,2039,2.13,0.2167,0.720361
2024-07-0115:59 EST,"AAPL
watching",216.75,Put,207.5,2259,2024-07-12,11,0.46,0.47,0.48,0.48,1385,1.63,0.2206,-0.116475
2024-07-0115:59 EST,"AAPL
watching",216.75,Call,222.5,27294,2024-07-05,4,0.27,0.29,0.3,0.3,9222,2.96,0.2122,0.126366
2024-07-0115:59 EST,"AAPL
watching",216.75,Call,220,106626,2024-07-05,4,0.68,0.69,0.7,0.7,32295,3.3,0.2042,0.254436
2024-07-0115:59 EST,"AAPL
watching",216.75,Call,217.5,99841,2024-07-05,4,1.49,1.52,1.55,1.52,16258,6.14,0.2007,0.44885
2024-07-0115:59 EST,"AAPL
watching",216.75,Put,215,96454,2024-07-05,4,0.97,1.01,1.04,1.02,6814,14.16,0.1993,-0.337041
2024-07-0115:59 EST,"AAPL
watching",216.75,Call,215,135828,2024-07-05,4,2.87,2.92,2.96,2.93,28874,4.7,0.2053,0.660109
2024-07-0115:59 EST,"AAPL
watching",216.75,Put,210,61181,2024-07-05,4,0.18,0.19,0.19,0.19,16032,3.82,0.2223,-0.081957
2024-07-0115:59 EST,"TSLA
watching",209.86,Put,205,1463,2024-08-16,46,13.05,13.3,13.55,13.05,827,1.77,0.5439,-0.403107
2024-07-0115:59 EST,"TSLA
watching",209.86,Call,217.5,7104,2024-07-12,11,4.4,4.63,4.85,4.84,417,17.04,0.5386,0.375022
2024-07-0115:59 EST,"TSLA
watching",209.86,Call,225,53798,2024-07-05,4,1.04,1.12,1.2,1.11,8206,6.56,0.6339,0.156762
2024-07-0115:59 EST,"TSLA
watching",209.86,Call,220,164928,2024-07-05,4,1.9,1.95,2.01,2.02,35760,4.61,0.6234,0.247761
2024-07-0115:59 EST,"TSLA
watching",209.86,Call,210,140280,2024-07-05,4,5.05,5.18,5.3,5.15,22014,6.37,0.5887,0.511755
2024-07-0115:59 EST,"TSLA
watching",209.86,Call,205,71124,2024-07-05,4,7.8,8.15,8.5,8,47658,1.49,0.5925,0.662113
2024-07-0115:59 EST,"TSLA
watching",209.86,Put,200,202294,2024-07-05,4,1.44,1.46,1.48,1.44,6343,31.89,0.5718,-0.199693
2024-07-0115:59 EST,SHOP,64.63,Call,65,3263,2024-07-05,4,0.74,0.75,0.76,0.76,2006,1.63,0.3387,0.44954
2024-07-0115:59 EST,PLTR,25.88,Call,26.5,9299,2024-07-05,4,0.18,0.19,0.19,0.18,6003,1.55,0.3786,0.286766
2024-07-0115:59 EST,"NVDA
watching",124.3,Put,123,69957,2024-07-05,4,1.48,1.52,1.55,1.5,14086,4.97,0.4092,-0.390413
2024-07-0115:59 EST,"NVDA
watching",124.3,Call,123,90434,2024-07-05,4,2.86,2.91,2.95,2.89,9788,9.24,0.4135,0.609477
2024-07-0115:59 EST,NKE,76.83,Call,80,14301,2024-07-05,4,0.16,0.17,0.17,0.16,7751,1.85,0.327,0.12442
2024-07-0115:59 EST,MSM,78.23,Put,70,1397,2024-07-19,18,0.45,0.48,0.5,0.45,260,5.37,0.4388,-0.115846
2024-07-0115:59 EST,"MSFT
watching",456.73,Call,455,10462,2024-07-05,4,4,4.13,4.25,4,3448,3.03,0.1531,0.608983
2024-07-0115:59 EST,"MSFT
watching",456.73,Put,452.5,4110,2024-07-05,4,1.1,1.24,1.37,1.29,1848,2.22,0.1582,-0.275226
2024-07-0115:59 EST,MRVL,71,Call,71,10572,2024-07-05,4,1.07,1.09,1.1,1.09,770,13.73,0.3612,0.513294
2024-07-0115:59 EST,"META
watching",504.68,Call,515,8458,2024-07-05,4,1.89,1.94,1.99,1.97,3605,2.35,0.2641,0.24228
2024-07-0115:59 EST,"META
watching",504.68,Call,505,9451,2024-07-05,4,5.35,5.68,6,5.5,1340,7.05,0.2621,0.504096
2024-07-0115:59 EST,MARA,22.56,Call,22,24894,2024-07-05,4,0.97,1.01,1.05,1.04,6460,3.85,0.7716,0.640149
2024-07-0115:59 EST,MARA,22.56,Put,21.5,30395,2024-07-05,4,0.29,0.3,0.31,0.31,288,105.54,0.7863,-0.263658
2024-07-0115:59 EST,JPM,205.45,Call,207.5,831,2024-07-19,18,3.1,3.15,3.2,3.15,178,4.67,0.2166,0.439735
2024-07-0115:59 EST,F,12.76,Call,13,10685,2024-07-12,11,0.12,0.13,0.13,0.12,3740,2.86,0.2451,0.339863
2024-07-0115:59 EST,DOCU,55.14,Call,55,673,2024-07-05,4,0.62,0.65,0.68,0.62,264,2.55,0.2303,0.55636
2024-07-0115:59 EST,CRWD,392.15,Call,400,1983,2024-07-05,4,2.14,2.19,2.23,2.21,766,2.59,0.3112,0.282926
2024-07-0115:59 EST,CLSK,17.92,Call,17,1051,2024-07-12,11,1.54,1.55,1.55,1.54,616,1.71,0.8248,0.673986
2024-07-0115:59 EST,CLSK,17.92,Put,17,3227,2024-07-05,4,0.13,0.16,0.19,0.19,808,3.99,0.7273,-0.230511
2024-07-0115:59 EST,CHWY,25.44,Put,22.5,6586,2024-08-16,46,1.46,1.52,1.57,1.57,1476,4.46,0.8458,-0.281572
2024-07-0115:59 EST,CHWY,25.44,Call,35,5437,2024-07-05,4,0.22,0.23,0.24,0.24,2315,2.35,2.156,0.097124
2024-07-0115:59 EST,"AMZN
watching",197.2,Call,200,28241,2024-07-12,11,2.61,2.64,2.66,2.66,18936,1.49,0.2744,0.405754
2024-07-0115:59 EST,AMD,157.69,Call,160,76406,2024-07-05,4,1.4,1.42,1.44,1.42,5677,13.46,0.3566,0.361188
2024-07-0115:59 EST,AMD,157.69,Call,155,28600,2024-07-05,4,3.9,3.97,4.05,3.85,3102,9.22,0.3562,0.689972
2024-07-0115:59 EST,AMD,157.69,Put,150,21109,2024-07-05,4,0.23,0.25,0.26,0.23,4830,4.37,0.3555,-0.084328
2024-07-0115:59 EST,AFRM,29.83,Call,30,819,2024-07-05,4,0.59,0.61,0.62,0.62,584,1.4,0.5554,0.476621
2024-07-0115:59 EST,PYPL,57.81,Put,54,643,2024-07-19,18,0.22,0.24,0.26,0.22,184,3.49,0.2793,-0.121295
2024-07-0115:59 EST,"NVDA
watching",124.3,Put,121,1309,2024-07-26,25,4.1,4.18,4.25,4.1,995,1.32,0.4505,-0.377521
2024-07-0115:59 EST,MDB,263.51,Call,280,898,2024-07-05,4,0.53,0.61,0.68,0.56,351,2.56,0.4393,0.099529
2024-07-0115:59 EST,LYFT,13.97,Call,14,1684,2024-07-05,4,0.23,0.24,0.24,0.24,1093,1.54,0.4295,0.495116
2024-07-0115:59 EST,COIN,233.37,Call,242.5,1407,2024-07-05,4,1.61,2.01,2.41,2.14,633,2.22,0.5544,0.2669
2024-07-0115:59 EST,AVGO,1640.8,Put,1600,1671,2024-07-05,4,8.7,8.85,9,8.85,528,3.16,0.3565,-0.240703
2024-07-0115:59 EST,WBA,11.58,Put,11.5,995,2024-07-12,11,0.27,0.28,0.28,0.28,555,1.79,0.3932,-0.450063
2024-07-0115:59 EST,XOM,114.96,Put,115,3416,2024-07-05,4,0.82,0.84,0.85,0.83,1290,2.65,0.1711,-0.500087
2024-07-0115:59 EST,TSM,172.33,Put,165,2743,2024-07-12,11,1.5,1.58,1.66,1.56,626,4.38,0.3702,-0.233718
2024-07-0115:59 EST,MARA,22.56,Call,24.5,571,2024-07-19,18,1.02,1.06,1.1,1.07,234,2.44,0.8951,0.381147
2024-07-0115:59 EST,DELL,142.82,Put,142,613,2024-07-05,4,1.8,1.85,1.9,1.8,203,3.02,0.3718,-0.429749
2024-07-0115:59 EST,TTD,97.97,Call,102,925,2024-07-12,11,0.76,0.8,0.84,0.84,302,3.06,0.3279,0.257321
2024-07-0115:59 EST,TSM,172.33,Call,180,3444,2024-07-05,4,0.35,0.39,0.42,0.37,2631,1.31,0.3471,0.121567
2024-07-0115:59 EST,WMT,67.48,Call,68,5788,2024-07-05,4,0.17,0.18,0.18,0.18,3135,1.85,0.1326,0.303682
2024-07-0115:59 EST,UBER,71.1,Call,71,5251,2024-07-05,4,0.87,0.9,0.92,0.93,1984,2.65,0.2772,0.533131
2024-07-0115:59 EST,ZS,198.62,Call,205,876,2024-07-12,11,2.03,2.12,2.2,2.15,130,6.74,0.3259,0.30773
2024-07-0115:59 EST,ZS,198.62,Call,200,661,2024-07-12,11,3.8,3.93,4.05,4,268,2.47,0.327,0.473969
2024-07-0115:59 EST,ZS,198.62,Call,200,2447,2024-07-05,4,1.91,2.02,2.12,2,1109,2.21,0.3104,0.429007
2024-07-0115:59 EST,WBA,11.58,Call,11,670,2024-07-19,18,0.77,0.79,0.8,0.8,432,1.55,0.4652,0.70385
2024-07-0115:59 EST,UPS,135.95,Put,132,2312,2024-07-05,4,0.11,0.12,0.13,0.12,123,18.8,0.2091,-0.086769
2024-07-0115:59 EST,W,50.55,Call,45,3685,2024-07-19,18,5.8,6.1,6.4,6.15,2237,1.65,0.5396,0.853714
2024-07-0115:59 EST,WULF,5.21,Call,6,12458,2024-08-16,46,0.6,0.63,0.65,0.65,1566,7.96,1.4464,0.432501
2024-07-0115:59 EST,UBER,71.1,Call,70,6061,2024-07-05,4,1.5,1.54,1.58,1.55,603,10.05,0.2927,0.706535
2024-07-0115:59 EST,UNH,494.65,Call,505,661,2024-07-05,4,1,1.13,1.25,1.21,282,2.34,0.2211,0.19321
2024-07-0115:59 EST,ZS,198.62,Call,197.5,1009,2024-07-05,4,3.1,3.2,3.3,3.05,350,2.88,0.3065,0.583361
2024-07-0115:59 EST,WFC,60.59,Call,62,7128,2024-07-05,4,0.11,0.11,0.12,0.12,608,11.72,0.2193,0.164459
2024-07-0115:59 EST,WFC,60.59,Call,61,3274,2024-07-05,4,0.34,0.36,0.38,0.36,832,3.94,0.2097,0.389244
2024-07-0115:59 EST,UBER,71.1,Call,75,846,2024-07-12,11,0.17,0.27,0.36,0.34,637,1.33,0.3065,0.171811
2024-07-0115:59 EST,XRX,11.55,Call,13,2140,2024-08-16,46,0.25,0.33,0.4,0.35,303,7.06,0.5248,0.285803
2024-07-0115:59 EST,UNH,494.65,Call,515,936,2024-07-05,4,0.23,0.3,0.37,0.33,177,5.29,0.2445,0.060935
2024-07-0115:59 EST,TSM,172.33,Call,172.5,2457,2024-07-05,4,2.36,2.43,2.5,2.38,1367,1.8,0.3368,0.501196
2024-07-0115:59 EST,WULF,5.21,Call,5,15396,2024-07-12,11,0.5,0.53,0.55,0.55,1506,10.22,1.3549,0.592516
2024-07-0115:59 EST,WM,209.36,Call,215,5065,2024-07-05,4,0.2,0.23,0.25,0.21,3739,1.35,0.1962,0.103289
2024-07-0115:59 EST,UPS,135.95,Call,139,2280,2024-07-05,4,0.2,0.22,0.23,0.21,609,3.74,0.1985,0.145809
2024-07-0115:59 EST,WFC,60.59,Put,60,6130,2024-07-05,4,0.26,0.27,0.28,0.27,148,41.42,0.2059,-0.316198
2024-07-0115:59 EST,V,263.24,Put,257.5,1292,2024-07-05,4,0.25,0.28,0.31,0.29,590,2.19,0.1822,-0.117131
2024-07-0115:59 EST,UBER,71.1,Call,72,3082,2024-07-05,4,0.45,0.48,0.5,0.49,2032,1.52,0.2849,0.349269
2024-07-0115:59 EST,MSM,78.23,Put,75,1477,2024-07-19,18,1.25,1.3,1.35,1.3,433,3.41,0.3861,-0.293906
2024-07-0115:59 EST,WULF,5.21,Call,5.5,2310,2025-02-21,235,1.4,1.65,1.9,1.65,304,7.6,1.5893,0.561247
2024-07-0115:59 EST,UNH,494.65,Call,507.5,1063,2024-07-05,4,0.77,0.8,0.84,0.75,218,4.88,0.2207,0.139708
2024-07-0115:59 EST,MSM,78.23,Call,80,837,2024-07-19,18,1.3,1.35,1.4,1.4,165,5.07,0.3078,0.38712
2024-07-0115:59 EST,XOM,114.96,Call,116,3631,2024-07-05,4,0.42,0.51,0.6,0.46,1111,3.27,0.1815,0.325306
2024-07-0115:59 EST,WULF,5.21,Call,5,8405,2024-07-05,4,0.35,0.38,0.4,0.35,2000,4.2,1.157,0.642856
2024-07-0115:59 EST,"TSLA
watching",209.86,Call,220,3140,2024-07-26,25,8.8,8.83,8.85,8.8,2317,1.36,0.5833,0.414082
2024-07-0115:59 EST,"TSLA
watching",209.86,Call,240,16228,2024-07-19,18,2.25,2.27,2.29,2.28,12308,1.32,0.5816,0.167556
2024-07-0115:59 EST,"TSLA
watching",209.86,Call,220,26978,2024-07-19,18,6.25,6.28,6.3,6.3,21809,1.24,0.5523,0.37747
2024-07-0115:59 EST,"TSLA
watching",209.86,Call,210,21736,2024-07-12,11,7.25,7.33,7.4,7.35,5913,3.68,0.5086,0.51625
2024-07-0115:59 EST,"TSLA
watching",209.86,Call,240,28015,2024-07-05,4,0.23,0.24,0.24,0.24,4031,6.95,0.7157,0.039008
2024-07-0115:59 EST,"TSLA
watching",209.86,Call,215,82741,2024-07-05,4,3.1,3.1,3.1,3.1,11559,7.16,0.6011,0.358104
2024-07-0115:59 EST,"TSLA
watching",209.86,Put,210,70326,2024-07-05,4,5.3,5.35,5.4,5.3,1576,44.62,0.5883,-0.497059
2024-07-0115:59 EST,"TSLA
watching",209.86,Put,205,100704,2024-07-05,4,3,3.03,3.05,3.01,1171,86,0.5797,-0.343004
2024-07-0115:59 EST,"TSLA
watching",209.86,Call,205,71043,2024-07-05,4,7.7,7.73,7.75,7.72,47658,1.49,0.579,0.657661
2024-07-0115:59 EST,"TSLA
watching",209.86,Put,200,200852,2024-07-05,4,1.53,1.55,1.56,1.55,6343,31.67,0.5809,-0.208968
2024-07-0115:59 EST,"TSLA
watching",209.86,Put,195,70309,2024-07-05,4,0.75,0.76,0.76,0.75,9273,7.58,0.5941,-0.114926
2024-07-0115:59 EST,"TSLA
watching",209.86,Put,210,8501,2024-07-19,18,9.85,9.93,10,9.93,4450,1.91,0.5373,-0.47597
2024-07-0115:59 EST,"TSLA
watching",209.86,Call,210,18803,2024-07-19,18,10,10.08,10.15,10.04,14065,1.34,0.5371,0.526188
2024-07-0115:59 EST,"TSLA
watching",209.86,Put,202.5,2140,2024-07-19,18,6.3,6.38,6.45,6.37,447,4.79,0.5318,-0.355976
2024-07-0115:59 EST,"TSLA
watching",209.86,Call,250,7200,2024-07-12,11,0.48,0.49,0.49,0.49,1785,4.03,0.6074,0.054399
2024-07-0115:59 EST,"TSLA
watching",209.86,Call,225,9983,2024-07-12,11,2.6,2.63,2.65,2.66,2025,4.93,0.532,0.240625
2024-07-0115:59 EST,"TSLA
watching",209.86,Call,217.5,7101,2024-07-12,11,4.4,4.45,4.5,4.45,417,17.03,0.5172,0.363408
2024-07-0115:59 EST,"TSLA
watching",209.86,Put,197.5,4600,2024-07-12,11,2.51,2.55,2.58,2.55,878,5.24,0.5034,-0.22956
2024-07-0115:59 EST,"TSLA
watching",209.86,Call,230,50458,2024-07-05,4,0.62,0.63,0.63,0.62,6239,8.09,0.6548,0.094719
2024-07-0115:59 EST,"TSLA
watching",209.86,Call,220,164622,2024-07-05,4,1.84,1.86,1.88,1.84,35760,4.6,0.6159,0.238883
2024-07-0115:59 EST,"TSLA
watching",209.86,Put,215,6179,2024-07-05,4,8.35,8.45,8.55,8.35,392,15.76,0.5966,-0.644259
2024-07-0115:59 EST,"TSLA
watching",209.86,Call,212.5,51793,2024-07-05,4,3.95,3.98,4,3.99,2539,20.4,0.5973,0.428893
2024-07-0115:59 EST,"TSLA
watching",209.86,Put,207.5,50939,2024-07-05,4,4,4.05,4.1,4.05,203,250.93,0.5833,-0.419421
2024-07-0115:59 EST,"TSLA
watching",209.86,Call,200,32677,2024-07-05,4,11.2,11.3,11.4,11.2,22746,1.44,0.5706,0.795207
2024-07-0115:59 EST,"TSLA
watching",209.86,Put,190,39806,2024-07-05,4,0.38,0.39,0.39,0.38,12688,3.14,0.6269,-0.062141
2024-07-0115:59 EST,"TSLA
watching",209.86,Put,182.5,8191,2024-07-05,4,0.15,0.16,0.17,0.17,4749,1.72,0.7074,-0.027822
2024-07-0115:59 EST,"TSLA
watching",209.86,Put,180,15979,2024-07-05,4,0.12,0.13,0.13,0.13,11001,1.45,0.7333,-0.021256
2024-07-0115:59 EST,MSM,78.23,Put,70,1390,2024-07-19,18,0.45,0.48,0.5,0.5,260,5.35,0.4532,-0.122804
2024-07-0115:59 EST,IBM,175.1,Call,177.5,13261,2024-07-05,4,0.45,0.46,0.47,0.45,510,26,0.1738,0.241394
2024-07-0115:59 EST,"GOOG
watching",184.49,Call,185,4547,2024-07-05,4,1.22,1.24,1.26,1.22,3359,1.35,0.183,0.458679
2024-07-0115:59 EST,GME,23.33,Call,23,10690,2024-07-05,4,1.19,1.21,1.22,1.21,2270,4.71,1.044,0.580443
2024-07-0115:59 EST,DELL,142.82,Call,145,4597,2024-07-05,4,1.45,1.48,1.5,1.47,1475,3.12,0.3948,0.370001
2024-07-0115:59 EST,"TSLA
watching",209.86,Call,300,11136,2024-08-16,46,1.44,1.45,1.46,1.44,8944,1.25,0.6358,0.074189
2024-07-0115:59 EST,"TSLA
watching",209.86,Put,210,8897,2024-07-12,11,7.35,7.43,7.5,7.4,225,39.54,0.5061,-0.485514
2024-07-0115:59 EST,"TSLA
watching",209.86,Put,205,13975,2024-07-12,11,5,5.05,5.1,5.1,638,21.9,0.5081,-0.377978
2024-07-0115:59 EST,"TSLA
watching",209.86,Put,195,9446,2024-07-12,11,1.97,2,2.02,1.98,1613,5.86,0.5049,-0.188379
2024-07-0115:59 EST,"TSLA
watching",209.86,Call,225,53670,2024-07-05,4,1.06,1.08,1.09,1.07,8206,6.54,0.6339,0.152334
2024-07-0115:59 EST,"TSLA
watching",209.86,Put,197.5,36961,2024-07-05,4,1.07,1.09,1.1,1.07,4290,8.62,0.5834,-0.155569
2024-07-0115:59 EST,"TSLA
watching",209.86,Put,192.5,20452,2024-07-05,4,0.52,0.53,0.54,0.54,4643,4.4,0.6116,-0.0854
2024-07-0115:59 EST,PLTR,25.88,Put,26,2936,2024-07-05,4,0.46,0.47,0.48,0.48,1119,2.62,0.3794,-0.543739
2024-07-0115:59 EST,HOOD,22.79,Call,24,5800,2024-07-12,11,0.4,0.41,0.42,0.41,1803,3.22,0.5422,0.311987
2024-07-0115:59 EST,GOOGL,182.99,Call,182.5,11265,2024-07-05,4,1.77,1.79,1.8,1.8,4011,2.81,0.1946,0.567265
2024-07-0115:59 EST,GME,23.33,Call,24,1129,2024-07-12,11,1.6,1.66,1.71,1.65,589,1.92,1.1905,0.489476
2024-07-0115:59 EST,GME,23.33,Call,25,17436,2024-07-05,4,0.65,0.66,0.67,0.67,7848,2.22,1.3148,0.337536
2024-07-0115:59 EST,CRNX,46.07,Call,50,5302,2024-09-20,81,3.1,3.25,3.4,3.29,236,22.47,0.5316,0.440284
2024-07-0115:59 EST,"TSLA
watching",209.86,Put,190,7407,2024-07-12,11,1.19,1.21,1.22,1.22,3603,2.06,0.5194,-0.125025
2024-07-0115:59 EST,"TSLA
watching",209.86,Put,185,7396,2024-07-12,11,0.72,0.73,0.74,0.72,5271,1.4,0.533,-0.079059
2024-07-0115:59 EST,"TSLA
watching",209.86,Call,217.5,32017,2024-07-05,4,2.39,2.42,2.44,2.41,3929,8.15,0.6098,0.295081
2024-07-0115:59 EST,"TSLA
watching",209.86,Put,202.5,50231,2024-07-05,4,2.15,2.19,2.23,2.17,1121,44.81,0.5771,-0.2712
2024-07-0115:59 EST,SMCI,812.32,Put,820,1688,2024-07-05,4,25.4,25.75,26.1,25.9,826,2.04,0.641,-0.543064
2024-07-0115:59 EST,SMCI,812.32,Put,750,8231,2024-07-05,4,2.65,2.72,2.8,2.8,1168,7.05,0.6284,-0.106329
